retraction_id,paper_id,subjects,title,abstract,retraction_comment,page_count
2301.05754v3,2301.05754v2,Analysis of PDEs (math.AP),On Right Continuity in $(L^2)^3$ at All the Points of Energy-regularized Solutions for the 3D Navier-Stokes Equations,"In this note I provide the notion of energy-regularized solutions (ER-solutions) of the 3D Navier-Stokes equations. These solutions can be obtained via the standard Galerkin arguments. I prove that each ER-solution for the 3D Navier-Stokes system satisfies Leray-Hopf property. Moreover, each ER-solution is rightly continuous in the standard phase space $H$ endowed with the strong convergence topology.",Formula (2.6) is incorrect,13
1205.5581v2,1205.5581v1,Optimization and Control (math.OC),Conditions to the density of accessible sets,"Given a control system $\dot{p} = X_0(p) + \sum_i u_i (t)X_i(p)$ on a compact manifold M we study conditions for the foliation defined by the accessible sets be dense in M . To do this we relate the control system to a stochastic differential equation and, using the support theorem, we give a characterization of the density in terms of the infinitesimal generator of the diffusion and its invariant measures. Also we give a different proof of Krener's theorem.","This paper has been withdrawn by the author due to crucial error in theorem 3. The equivalence stated here is wrong. The gap in the proof is on p. 5, paragraph starting with ""On the other side""",8
1602.03779v6,1602.03779v5,Artificial Intelligence (cs.AI),Network of Bandits,"The distribution of the best arm identification task on the user's devices offers several advantages for application purposes: scalability, reduction of deployment costs and privacy. We propose a distributed version of the algorithm Successive Elimination using a simple architecture based on a single server which synchronizes each task executed on the user's devices. We show that this algorithm is near optimal both in terms of transmitted number of bits and in terms of number of pulls per player. Finally, we propose an extension of this approach to distribute the contextual bandit algorithm Bandit Forest, which is able to finely exploit the user's data while guaranteeing the privacy.","Theorem 1 does not hold. The proof is wrong. The speed-up factor is not N/2. So, please withdraw the manuscript. Regards, Rapha_l F_raud",9
2302.05387v2,2302.05387v1,Algebraic Geometry (math.AG),The multiplicity mod 2 is not a bi-lipschitz invariant,We show that subanalytic bi-Lipschitz homeomorphisms in general does not preserve the multiplicities of real analytic sets.,We have omitted one possibility in Lemma 3.2. Now the Conjecture is still open,8
1606.06327v2,1606.06327v1,Numerical Analysis (math.NA),Orthogonal basis with a conicoid first mode for shape specification of optical surfaces,"A rigorous and powerful theoretical framework is proposed to obtain systems of orthogonal functions (or shape modes) to represent optical surfaces. The method is general so it can be applied to different initial shapes and different polynomials. Here we present results for surfaces with circular apertures when the first basis function (mode) is a conicoid. The system for aspheres with rotational symmetry is obtained applying an appropriate change of variables to Legendre polynomials, whereas the system for general freeform case is obtained applying a similar procedure to spherical harmonics. Numerical comparisons with standard systems, such as Forbes and Zernike polynomials, are performed and discussed.",This paper has been withdrawn by the author due to an error in the computation of the coefficients used in Example 1. This error affects later computations and pictures and translates into the necessity of a complete modification of the conclusions,17
1211.2986v2,1211.2986v1,Logic in Computer Science (cs.LO),A Strongly Grounded Stable Model Semantics for Full Propositional Language,"Answer set programming is one of the most praised frameworks for declarative programming in general and non-monotonic reasoning in particular. There has been many efforts to extend stable model semantics so that answer set programs can use a more extensive syntax. To such endeavor, the community of non-monotonic reasoning has introduced extensions such as equilibrium models and FLP semantics. However, both of these extensions suffer from two problems: intended models according to such extensions (1) are not guaranteed to be minimal, and (2) more importantly, may have self-justifications (i.e., the justification for pertinence of an atom in an intended model may be its own pertinence). Both of these properties directly violate the spirit of stable model semantics. Therefore, we believe that we need a new extension of stable model semantics that guarantees both minimality and being strongly grounded. This paper introduces one such extension using two different approaches: firstly, by extending the goal-reachability interpretation of logic programs to the full propositional language and, secondly, using derivability in intuitionistic propositional logic. We show that both these approaches give the same semantics, that we call the supported semantics. Moreover, using the first approach, we also extend well-founded semantics to full propositional language. Furthermore, we discuss how our supported models relate to other existing semantics for non-monotonic reasoning including the equilibrium models. Last, but not the least, we discuss the complexity of reasoning about supported models and show that all interesting reasoning tasks (such as brave/cautious reasoning) are PSPACE-complete. Therefore, supported model semantics is a much more expressive semantics then the existing semantics such as equlibrium models (that have reasoning procedures in $\Delta^P_3$).","This paper has been withdrawn due to a mistake in the intended proof for Theorem 10 and, thus Corollary 4, does not work. Other theorems, propositions and corollaries are true and remain unchanged. Theorem 10 might still be true but the intended proof of using an irrelevant propositional atom does not work",22
2311.14627v4,2311.14627v3,Optimization and Control (math.OC),A new use of the Kurdyka-Lojasiewicz property to study asymptotic behaviours of some stochastic optimization algorithms in a non-convex differentiable framework,"The asymptotic analysis of a generic stochastic optimization algorithm mainly relies on the establishment of a specific descent condition. While the convexity assumption allows for technical shortcuts and generally leads to strict convergence, dealing with the non-convex framework, on the contrary, requires the use of specific results as those relying on the Kurdyka-Lojasiewicz (KL) theory. While such tools have become popular in the field of deterministic optimisation, they are much less widespread in the stochastic context and, in this case, the few works making use of them are essentially based on trajectory-by-trajectory approaches. In this paper, we propose a new methodology, also based on KL theory, for deeper asymptotic investigations on a stochastic scheme verifying a descent condition. The specificity of our work is here to be of macroscopic nature insofar as our strategy of proof is more in-expectation-based and therefore seems more natural typically with respect to the noise properties, of conditional order, encountered in the stochastic literature nowadays.",Mathematical mistake in section 5 (lemma 5.5 and so theorem 5.6),29
1803.11204v3,1803.11204v2,Representation Theory (math.RT),Infinite dimensional Chevalley groups and Kac-Moody groups over $\mathbb{Z}$,"Let $A$ be a symmetrizable generalized Cartan matrix, which is not of finite or affine type. Let $\mathfrak{g}$ be the corresponding Kac-Moody algebra over a commutative ring $R$ with $1$. We construct an infinite-dimensional group $G_V(R)$ analogous to a finite-dimensional Chevalley group over $R$. We use a $\mathbb{Z}$-form of the universal enveloping algebra of $\mathfrak{g}$ and a $\mathbb{Z}$-form of an integrable highest-weight module $V$. We construct groups $G_V(\mathbb{Z})$ analogous to arithmetic subgroups in the finite-dimensional case. We also consider a universal representation-theoretic Kac-Moody group $G$ and its completion $\widetilde{G}$. For the completion we prove a Bruhat decomposition $\widetilde{G}({\mathbb{Q}})=\widetilde{G}({\mathbb{Z}})\widetilde{B}({\mathbb{Q}})$ over $\mathbb{Q}$, and that the arithmetic subgroup $\widetilde{\Gamma}(\mathbb{Z})$ coincides with the subgroup of integral points $\widetilde{G}(\mathbb{Z})$",Proposition 6.4 fails for imaginary roots. This error propagates through other results and the main theorem cannot be proven without Proposition 6.4. A partial proof using a different method can be found here arXiv:2210.01644,19
1701.00135v2,1701.00135v1,Rings and Algebras (math.RA),Modules Over the Ring of Ponderation functions with Applications to a Class of Integral Operators,"In this paper we introduce new modules over the ring of ponderation functions, so we recover old results in harmonic analysis from the side of ring theory. Moreover, we prove that Laplace transform, Fourier transform and Hankel transform generate some kind of modules over the ring of ponderation functions.","ponderation functions used in this article are : $\phi(\gamma)=(|\gamma|+n-1)!(-1)^{|\gamma|}$, and so on . The fact that these ponderation functions increase exponentially makes most of formulas for the symbolic calculus of Bessel integral operators unavailable and then all results related to these ponderations functions in this paper are wrong",7
2407.06913v2,2407.06913v1,Data Structures and Algorithms (cs.DS),"A Simple, Nearly-Optimal Algorithm for Differentially Private All-Pairs Shortest Distances","The all-pairs shortest distances (APSD) with differential privacy (DP) problem takes as input an undirected, weighted graph $G = (V,E, \mathbf{w})$ and outputs a private estimate of the shortest distances in $G$ between all pairs of vertices. In this paper, we present a simple $\widetilde{O}(n^{1/3}/\varepsilon)$-accurate algorithm to solve APSD with $\varepsilon$-DP, which reduces to $\widetilde{O}(n^{1/4}/\varepsilon)$ in the $(\varepsilon, \delta)$-DP setting, where $n = |V|$. Our algorithm greatly improves upon the error of prior algorithms, namely $\widetilde{O}(n^{2/3}/\varepsilon)$ and $\widetilde{O}(\sqrt{n}/\varepsilon)$ in the two respective settings, and is the first to be optimal up to a polylogarithmic factor, based on a lower bound of $\widetilde{\Omega}(n^{1/4})$. In the case where a multiplicative approximation is allowed, we give two different constructions of algorithms with reduced additive error. Our first construction allows a multiplicative approximation of $O(k\log{\log{n}})$ and has additive error $\widetilde{O}(k\cdot n^{1/k}/\varepsilon)$ in the $\varepsilon$-DP case and $\widetilde{O}(\sqrt{k}\cdot n^{1/(2k)}/\varepsilon)$ in the $(\varepsilon, \delta)$-DP case. Our second construction allows multiplicative approximation $2k-1$ and has the same asymptotic additive error as the first construction. Both constructions significantly improve upon the currently best-known additive error of, $\widetilde{O}(k\cdot n^{1/2 + 1/(4k+2)}/\varepsilon)$ and $\widetilde{O}(k\cdot n^{1/3 + 2/(9k+3)}/\varepsilon)$, respectively. Our algorithms are straightforward and work by decomposing a graph into a set of spanning trees, and applying a key observation that we can privately release APSD in trees with $O(\text{polylog}(n))$ error.",Error in Section 3: (1) Improper assumption that the topology of the shortest path trees are public. (2) Improper usage of Lemma 2.4. Error in Section 4: Improper assumption that the topology of the shortest path trees are public,20
0804.3440v2,0804.3440v1,Materials Science (cond-mat.mtrl-sci),Localization Study of a Non-Local Energetic Damage Model,"The contribution presents an analysis of a rate-independent non-local damage model, recently proposed by (Mielke and Roubicek, 2006). An analytical as well as numerical solution of a simple one-dimensional bifurcation problem is performed, demonstrating that, for the elementary localization test, the model is free of pathological features.",This paper has been withdrawn by the authors due incorrect form of the local-displacement diagram shown in Figure 3(b); the correct solution always exhibits snapback at the structural level. The corrected and significantly expanded version of the manuscript is available at arXiv:1412.5539. The authors would like to apologize for any inconvenience caused,8
1610.08878v2,1610.08878v1,Pricing of Securities (q-fin.PR),Asymptotics for rough stochastic volatility models,"Using the large deviation principle (LDP) for a re-scaled fractional Brownian motion $B^H_t$ where the rate function is defined via the reproducing kernel Hilbert space, we compute small-time asymptotics for a correlated fractional stochastic volatility model of the form $dS_t=S_t\sigma(Y_t) (\bar{\rho} dW_t +\rho dB_t), \,dY_t=dB^H_t$ where $\sigma$ is $\alpha$-H_lder continuous for some $\alpha\in(0,1]$; in particular, we show that $t^{H-\frac{1}{2}} \log S_t $ satisfies the LDP as $t\to0$ and the model has a well-defined implied volatility smile as $t \to 0$, when the log-moneyness $k(t)=x t^{\frac{1}{2}-H}$. Thus the smile steepens to infinity or flattens to zero depending on whether $H\in(0,\frac{1}{2})$ or $H\in(\frac{1}{2},1)$. We also compute large-time asymptotics for a fractional local-stochastic volatility model of the form: $dS_t= S_t^{\beta} |Y_t|^p dW_t,dY_t=dB^H_t$, and we generalize two identities in Matsumoto&Yor05 to show that $\frac{1}{t^{2H}}\log \frac{1}{t}\int_0^t e^{2 B^H_s} ds$ and $\frac{1}{t^{2H}}(\log \int_0^t e^{2(\mu s+B^H_s)} ds-2 \mu t)$ converge in law to $ 2\mathrm{max}_{0 \le s \le 1} B^H_{s}$ and $2B_1$ respectively for $H \in (0,\frac{1}{2})$ and $\mu>0$ as $t \to \infty$.",The argument for the case of unbounded volatility was incorrect because Prob(Lambda_H(eps^H B^H)>c) = 1 i.e. the probability that the rate function of the realized re-scaled fBM path is infinite is 1,29
2002.03105v2,2002.03105v1,Differential Geometry (math.DG),Proof of Chern's conjecture on affine manifolds,We prove an old conjecture of S. S. Chern that the Euler characteristic of a closed affine manifold equals to zero.,"There is a minor error in the Hessian representation in Lemma 2.1. found by [REDACTED-NAME] on February 17 (I was aware of this a month later), which maked the author carefully revise the whole paper and find there a key error in the commutation of the limits at the end of the proof. Although this paper is withdrawed now to avoid some misunderstanding, I'm still trying to overcome this error",9
1410.4407v2,1410.4407v1,Information Theory (cs.IT),Optimal Allocation of Power Pool for Two-Cell Single-User Joint Transmission,"Joint transmission is a kind of cooperative transmission technology, which converts other cell interference into signal. In this letter, for single-user joint transmission, we propose that a power pool can be created in order to increase the system sum-rate or lower the power consumption. Then, we investigate the sum-rate maximization problem under this framework. Since it is impossible that subchannel gains for the two base stations are identical, we can obtain a much more concise structure and reduce variables to the half of original problem. And that the closed-form water-filling solution is unique and global optimum, because it is a convex optimization problem. Compared to the power allocation without pooling, the performance gain is verified by simulation.",This paper has been withdrawn by the author due to a crucial error in equation 1 and 4,2
1406.6113v2,1406.6113v1,Strongly Correlated Electrons (cond-mat.str-el),Non-divergent Fermi velocity for interacting graphene at the Dirac point,"Recent experiments reveal a significant increase in the graphene Fermi velocity close to charge neutrality. This has widely been interpreted as a confirmation of the logarithmic divergence of the graphene Fermi velocity predicted by a perturbative approach. In this work, we reconsider this problem using functional bosonization techniques calculating the effects of electron interactions on the density of states non-perturbatively. We find that the renormalized velocity is {\it finite} and independent of the high energy cut-off, and we argue that the experimental observations are better understood in terms of an anomalous dimension. Our results also represent a bosonized solution for interacting Weyl fermions in (2+1) dimensions at half-filing.",Paper withdrawn. The assumed U(1)-Schwinger ansatz does not hold in this case,25
1805.05607v2,1805.05607v1,Statistical Mechanics (cond-mat.stat-mech),Magnetocaloric effect in the distorted Ising-Heisenberg double sawtooth spin ladders,"The entropy and cooling rate of the both antiferromagnetic spin-1/2 double sawtooth IsingHeisenberg model and mixed-spin (1,1/2) double sawtooth Ising-Heisenberg model on the distorted ladders are rigorously investigated under an adiabatic demagnetization process using the quantum transfer-matrix technique. The models include the XXZ interaction between the interstitial Heisenberg dimers, the Ising coupling between nearest-neighbor spins of the legs and rungs, and additional cyclic four-spin exchange (ring exchange) in the square plaquette of each block. Close to field-induced quantum phase transitions, we compare both models together in the ability of cooling/heating near the quantum critical points. However, we observe a large magnetocaloric effect for both models, the mixed-spin double sawtooth ladder shows much more magneticaloric efficiency than the spin-1/2 double sawtooth ladder. During an adiabatic demagnetization process it can be seen a temperature dropping in the vicinity of the zero-temperature quantum phase transitions. Various fixed values of the Isotropic and anisotropic parameters explicitly alter the quality of the magnetocaloric effect. This properties suggest double sawtooth Ising-Heisenberg ladders as promising alternative refrigerant materials for low-temperature magnetic refrigeration.","Unfortunately, we found some mistakes and typos. For instance: 1. The considered model is NOT INTEGRABLE as we mentioned in the text This is a wrong statement. 2. the method we use in the paper is not a QUANTUM transfer matrix method. We have just a classical transfer-matrix. 3. The object we call a ""permutation operator"" is not permutation operator",8
2004.13281v2,2004.13281v1,Combinatorics (math.CO),Independence complexes of hypergraphs and bounded degree complexes,"The bounded degree complex $BD(G,\lambda)$ is a generalization of the matching complexes of a graph. In this paper, we show that the bounded degree complex of a forest is shellable, by using independence complexes of hypergraphs. We obtain a wedge decomposition result of bounded degree complexes when a graph $G$ has a leaf","The proof of this paper had a flaw. In fact, every chordal clutter is chordal but it is not true that the independence complex of a chordal ""hypergraph"" is not shellable in general. Correcting the proof may not be difficult, but a stronger result is already known; see ""Vertex decomposability of complexes associated to forests"" by [REDACTED-NAME]. So I withdraw this paper",8
1311.5989v2,1311.5989v1,Information Theory (cs.IT),Robust Cosparse Greedy Signal Reconstruction for Compressive Sensing with Multiplicative and Additive Noise,"Greedy algorithms are popular in compressive sensing for their high computational efficiency. But the performance of current greedy algorithms can be degenerated seriously by noise (both multiplicative noise and additive noise). A robust version of greedy cosparse greedy algorithm (greedy analysis pursuit) is presented in this paper. Comparing with previous methods, The proposed robust greedy analysis pursuit algorithm is based on an optimization model which allows both multiplicative noise and additive noise in the data fitting constraint. Besides, a new stopping criterion that is derived. The new algorithm is applied to compressive sensing of ECG signals. Numerical experiments based on real-life ECG signals demonstrate the performance improvement of the proposed greedy algorithms.","This paper has been withdrawn by the author due to errors (missed gamma in the 2nd term on the right) in equation 10, equation 11, and equation 12, which leads to further error in Algorithm 1",5
2005.06323v2,2005.06323v1,Analysis of PDEs (math.AP),On the scaling critical regularity of the Yang-Mills system in the Lorenz gauge,"In this paper, we prove the local well-posedness of the Yang-Mills system in the Lorenz gauge for initial data in the Besov space $B^\frac12_{2,1}\times B^{-\frac12}_{2,1}$ with additional angular regularity. To the best of our knowledge, our study is the first result on $(1+3)$ dimensional Yang-Mills system with initial data in the scaling critical regularity.",Lemma 2.3 is incorrect. More delicate decomposition is needed,30
2008.04371v2,2008.04371v1,Applied Physics (physics.app-ph),Investigation of temperature dependence of magnetic properties of Cr$_2$O$_3$ thin film structure using a magnetic field imaging technique based on Nitrogen-Vacancy centres in diamond crystal,"This work presents a magnetic field imaging method based on color centres in diamond crystal applied to thin film structure. To demonstrate the capacity of our device we have used it for characterization of magnetic properties in microscopic scale of Cr$_2$O$_3$ thin film structure above and below N_el temperature. The obtained measurement results clearly identify the detection of the magnetic phase transition of Cr$_2$O$_3$ thin film with an unexpected diamagnetic like behaviour at 19$^{\circ}$C (below the N_el temperature of Cr$_2$O$_3$). To have better insights in the magnetic fields created by the thin films we present simulations of the magnetic fields near the thin film surface. We also analysed the optically detected magnetic resonance (ODMR) profiles to be sure that the measured property is related only to the shift of the optically detected magnetic resonance. We demonstrate how Nitrogen-Vacancy centre based magnetometry can deliver a convenient platform for research of phase transition dynamics and spatial magnetic field distributions of thin films, that can rival other widely used measurement techniques.","The measurements and simulations presented in this manuscript are correct, however, the data interpretation (magnetic field as a main source of the signal) is incorrect. After submission to a scientific journal and discussion with referees, we understood that the main cause of the ODMR frequency shifts is strain-related. Thus the authors decided to present it as a new manuscript: arXiv:2111.12979",9
1904.06001v2,1904.06001v1,Number Theory (math.NT),A note on small gaps between zeros of the Riemann zeta-function,"Assuming the Riemann Hypothesis, we improve on previous results by proving there are infinitely many zeros of the Riemann zeta-function whose differences are smaller than 0.50412 times the average spacing. To obtain this result, we generalize a set of weights that were developed by Xiaosheng Wu, who used them to find a positive proportion of large and small gaps between zeros of the Riemann zeta-function.","The authors have found a mistake in the preprint, which invalidates the calculations giving the result of Theorem 1. While the Wu weights are correct, the generalization only holds with functions (or polynomials) which are symmetric in all their variables. The authors do not yet know whether this restriction allows this method to improve on the earlier results or not; this is now work in progress.",8
2105.11797v2,2105.11797v1,Algebraic Geometry (math.AG),Divisor class groups of double covers over projective spaces,"In this paper, we prove that the divisor class group of a double cover of the complex projective space $\mathbb{P}^n$ is generated by divisorial sheaves whose direct images split into direct sums of two invertible sheaves on $\mathbb{P}^n$. This result shows that any locally free sheaf of rank two on $\mathbb{P}^n$ is generated by direct sums of line bundles on $\mathbb{P}^n$ via some double cover. Moreover, we give a condition for an irreducible divisor on $\mathbb{P}^n$ to be a splitting divisor for a double cover whose divisor class group is finitely generated.",There is an error in the proof of Lemma 3.1. The effectivity of the Cartier divisor in page 7 line 6 from below does not always hold because D may be non-normal,13
2210.12967v2,2210.12967v1,High Energy Physics - Theory (hep-th),Fractional topological charge in lattice Abelian gauge theory,"We construct a non-trivial $U(1)/\mathbb{Z}_q$ principal bundle on~$T^4$ from the compact $U(1)$ lattice gauge field by generalizing L_scher's constriction to include $\mathbb{Z}_q$ elements (the 't~Hooft flux) in the cocycle condition. The construction requires an admissibility condition on lattice gauge field configurations. From the transition function so constructed, we have the fractional topological charge that is $\mathbb{Z}_q$ one-form gauge invariant up to an integer multiple of~$1/q$ and odd under the lattice time reversal transformation. Assuming a rescaling of the vacuum angle $\theta\to q\theta$ for the consistency with the Witten effect, our construction provides a lattice implementation of the mixed 't~Hooft anomaly between the $\mathbb{Z}_q$ one-form symmetry and the time reversal symmetry in the $U(1)$ gauge theory with matter fields of charge~$q\in2\mathbb{Z}+1$ (our argument requires $q>6$) when $\theta=\pi$.",The way of identification of the 't Hooft flux and the $\mathbb{Z}_q$ two-form gauge field in Sect. 2 was inappropriate. The correction on this point changes the conclusions,16
1605.06271v5,1605.06271v4,Logic (math.LO),The Tree Property up to $\aleph_{_^2}$,Starting from a stationary set of supercompact cardinals we find a generic extension in which the tree property holds at every regular cardinal between $\aleph_2$ and $\aleph_{\omega^2}$.,"The argument is flawed. In particular, the proof of Lemma 31 is wrong",27
1912.03011v3,1912.03011v2,Machine Learning (cs.LG),A priori generalization error for two-layer ReLU neural network through minimum norm solution,"We focus on estimating \emph{a priori} generalization error of two-layer ReLU neural networks (NNs) trained by mean squared error, which only depends on initial parameters and the target function, through the following research line. We first estimate \emph{a priori} generalization error of finite-width two-layer ReLU NN with constraint of minimal norm solution, which is proved by \cite{zhang2019type} to be an equivalent solution of a linearized (w.r.t. parameter) finite-width two-layer NN. As the width goes to infinity, the linearized NN converges to the NN in Neural Tangent Kernel (NTK) regime \citep{jacot2018neural}. Thus, we can derive the \emph{a priori} generalization error of two-layer ReLU NN in NTK regime. The distance between NN in a NTK regime and a finite-width NN with gradient training is estimated by \cite{arora2019exact}. Based on the results in \cite{arora2019exact}, our work proves an \emph{a priori} generalization error bound of two-layer ReLU NNs. This estimate uses the intrinsic implicit bias of the minimum norm solution without requiring extra regularity in the loss function. This \emph{a priori} estimate also implies that NN does not suffer from curse of dimensionality, and a small generalization error can be achieved without requiring exponentially large number of neurons. In addition the research line proposed in this paper can also be used to study other properties of the finite-width network, such as the posterior generalization error.","There is a error in this paper that the scale of initialization in this paper is different from the NTK regime. So, the generalization error of the neural network in the NTK regime is baseless",15
2401.16191v2,2401.16191v1,Discrete Mathematics (cs.DM),From Tripods to Bipods: Reducing the Queue Number of Planar Graphs Costs Just One Leg,"As an alternative to previously existing planar graph product structure theorems, we prove that every planar graph $G$ is a subgraph of the strong product of $K_2$, a path and a planar subgraph of a $4$-tree. As an application, we show that the queue number of planar graphs is at most $38$ whereas the queue number of planar bipartite graphs is at most $25$.","Lemma 4.2 is wrong, thus new technical details are necessary. I would like to thank [REDACTED-NAME] for pointing this out",24
1812.09855v3,1812.09855v2,High Energy Physics - Experiment (hep-ex),Data-taking strategy for the precise measurement of the $W$ boson mass with threshold scan at circular electron positron colliders,"Circular electron positron colliders, such as the CEPC and FCC-ee, have been proposed to measure Higgs boson properties precisely, test the Standard Model, search for physics beyond the Standard Model, and so on. One of the important goals of these colliders is to measure the $W$ boson mass with great precision by taking data around the $W$-pair production threshold. In this paper, the data-taking scheme is investigated to maximize the achievable precisions of the $W$ boson mass and width with a threshold scan, when various systematic uncertainties are taken into account. The study shows that an optimal and realistic data-taking scheme is to collect data at three center-of-mass energies and that precisions of 1.0MeV and 2.8MeV can be achieved for the mass and width of the $W$ boson, respectively, assuming a total integrated luminosity of $\mathcal{L}=3.2$~\mbox{ab}$^{-1}$ with the CEPC baseline design.","The configurations used to systematic uncertainties study cannot applied to all circular electron positron colliders, especially for Fcc-ee. So we decide to withdraw this manuscript",10
2308.04802v2,2308.04802v1,Computer Vision and Pattern Recognition (cs.CV),Generalized Unbiased Scene Graph Generation,"Existing Unbiased Scene Graph Generation (USGG) methods only focus on addressing the predicate-level imbalance that high-frequency classes dominate predictions of rare ones, while overlooking the concept-level imbalance. Actually, even if predicates themselves are balanced, there is still a significant concept-imbalance within them due to the long-tailed distribution of contexts (i.e., subject-object combinations). This concept-level imbalance poses a more pervasive and challenging issue compared to the predicate-level imbalance since subject-object pairs are inherently complex in combinations. Hence, we introduce a novel research problem: Generalized Unbiased Scene Graph Generation (G-USGG), which takes into account both predicate-level and concept-level imbalance. To the end, we propose the Multi-Concept Learning (MCL) framework, which ensures a balanced learning process across rare/ uncommon/ common concepts. MCL first quantifies the concept-level imbalance across predicates in terms of different amounts of concepts, representing as multiple concept-prototypes within the same class. It then effectively learns concept-prototypes by applying the Concept Regularization (CR) technique. Furthermore, to achieve balanced learning over different concepts, we introduce the Balanced Prototypical Memory (BPM), which guides SGG models to generate balanced representations for concept-prototypes. Extensive experiments demonstrate the remarkable efficacy of our model-agnostic strategy in enhancing the performance of benchmark models on both VG-SGG and OI-SGG datasets, leading to new state-of-the-art achievements in two key aspects: predicate-level unbiased relation recognition and concept-level compositional generability.","The author requests to withdraw this paper due to a critical definitional error in Multi-Concept Learning for Generalized Unbiased SGG Debiasing. This error aligned with the definition of Generalized Unbiased SGG tasks, resulting in an unfair comparison with state-of- the-art (SOTA) methods, which in turn, hindered the ability to evaluate the paper's contributions",13
1506.08297v2,1506.08297v1,General Relativity and Quantum Cosmology (gr-qc),A topological origin for Dark Energy,"Cosmology struggles with the theoretical problems generated by the observed value and recent emergence of a cosmological constant, in the standard model of cosmology, i.e. the concordance model. We propose to provide a more natural explanation for its value than the conventional quantum vacuum energy in the guise of topological invariants. Introducing topological classes densities as Lagrange multipliers, an effective cosmological constant is generated. General Relativity is reestablished by cancelling the torsion thus generated, which provides constraints on the invariants and yield the form of the effective cosmological constant. As it is divided by the total volume of spacetime, its small value compared to the Planck scale is therefore natural. It also provides a direct measurement of the global Euler number.","The problem presented is ill-defined and therefore the solutions are not consistent as claimed. First, the variational problem is not redefined after the characteristic classes are added into the action, which is necessary. Secondly, the paper assumes certain restrictions over the contortion that forces the topology in a very cumbersome way which is, as we see it, still very poorly justified",14
1606.01467v10,1606.01467v6,Machine Learning (cs.LG),Deep Q-Networks for Accelerating the Training of Deep Neural Networks,"In this paper, we propose a principled deep reinforcement learning (RL) approach that is able to accelerate the convergence rate of general deep neural networks (DNNs). With our approach, a deep RL agent (synonym for optimizer in this work) is used to automatically learn policies about how to schedule learning rates during the optimization of a DNN. The state features of the agent are learned from the weight statistics of the optimizee during training. The reward function of this agent is designed to learn policies that minimize the optimizee's training time given a certain performance goal. The actions of the agent correspond to changing the learning rate for the optimizee during training. As far as we know, this is the first attempt to use deep RL to learn how to optimize a large-sized DNN. We perform extensive experiments on a standard benchmark dataset and demonstrate the effectiveness of the policies learned by our approach.","We choose to withdraw this paper. The DQN itself has too many hyperparameters, which makes it almost impossible to be applied to reasonably large datasets. In the later versions (from v4) with SGDR experiments, it seems that the agent only performs random actions",9
2104.12771v2,2104.12771v1,Quantum Physics (quant-ph),Eigenvalues and Eigenstates of Quantum Rabi Model,"The scientific interest in the analytical solution of the quantum Rabi model is due to the widespread use of this simple model in quantum optics, quantum computing, cavity QED, and nanoelectromechanical systems. This interest is related to the need for the theoretical description of the interaction of a two-level system with a quantum oscillator in the case when the rotating wave approximation fails. In this Letter, we present an approach to the exact diagonalization of the quantum Rabi Hamiltonian. This approach is based on the properties of the Pauli operators and allows us to readily solve the stationary Schrodinger equation for a two-level system. First, we demonstrate the applicability of the approach to the Jaynes-Cummings Hamiltonian to get the well-known solution. Then, we obtain the eigenvalues and eigenstates for the quantum Rabi Hamiltonian using the proposed approach. It is shown that the obtained eigenstates can be represented in the basis of the eigenstates of the Jaynes-Cummings Hamiltonian.","In subsection 2.1, equation (18) for the eigenstates with the different signs and explanations after this equation are wrong. The fothcoming calculations based on the statement give wrong results in the end of the paper",5
1308.0875v2,1308.0875v1,Mesoscale and Nanoscale Physics (cond-mat.mes-hall),Derivation of line shape function in the optical conductivity by a new diagram method,"A new diagram method to derive line shape function in the optical conductivity formula is introduced and the result obtained applying the method to an electron-phonon system is compared with that derived using the projection-reduction method. The result satisfies the population criterion, which states that the distribution functions for electrons and phonons should be combined in multiplicative forms, and gives physical intuition to quantum dynamics of electrons in a solid. This method can be called the ""KC diagram"" method because it originates from the proper application of the Kang-Choi reduction identity and a state-dependent projection operator.",This paper has been withdrawn by the author due to crucial errors in figures 1 and 2,8
2304.07484v2,2304.07484v1,Statistics Theory (math.ST),On the existence of Firth's modified estimates in logistic regression models,"In logistic regression modeling, Firth's modified estimator is widely used to address the issue of data separation, which results in the nonexistence of the maximum likelihood estimate. Firth's modified estimator can be formulated as a penalized maximum likelihood estimator in which Jeffreys' prior is adopted as the penalty term. Despite its widespread use in practice, the formal verification of the corresponding estimate's existence has not been established. In this study, we establish the existence theorem of Firth's modified estimate in binomial logistic regression models, assuming only the full column rankness of the design matrix. We also discuss multinomial logistic regression models. Unlike the binomial regression case, we show through an example that the Jeffreys-prior penalty term does not necessarily diverge to negative infinity as the parameter diverges.",Mistake in the calculation of Example 4,7
